country,country_code,year_week,level,region,region_name,new_cases,tests_done,population,testing_rate,positivity_rate,testing_data_source
Austria,AT,2020-W01,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2020-W02,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2020-W03,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2020-W04,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2020-W05,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2020-W06,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2020-W07,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2020-W08,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2020-W09,national,AT,Austria,12,NA,8978929,NA,NA,NA
Austria,AT,2020-W10,national,AT,Austria,115,NA,8978929,NA,NA,NA
Austria,AT,2020-W11,national,AT,Austria,874,NA,8978929,NA,NA,NA
Austria,AT,2020-W12,national,AT,Austria,3046,NA,8978929,NA,NA,NA
Austria,AT,2020-W13,national,AT,Austria,5098,NA,8978929,NA,NA,NA
Austria,AT,2020-W14,national,AT,Austria,3114,NA,8978929,NA,NA,NA
Austria,AT,2020-W15,national,AT,Austria,1838,NA,8978929,NA,NA,NA
Austria,AT,2020-W16,national,AT,Austria,686,NA,8978929,NA,NA,NA
Austria,AT,2020-W17,national,AT,Austria,450,NA,8978929,NA,NA,NA
Austria,AT,2020-W18,national,AT,Austria,309,NA,8978929,NA,NA,NA
Austria,AT,2020-W19,national,AT,Austria,260,NA,8978929,NA,NA,NA
Austria,AT,2020-W20,national,AT,Austria,324,NA,8978929,NA,NA,NA
Austria,AT,2020-W21,national,AT,Austria,264,NA,8978929,NA,NA,NA
Austria,AT,2020-W22,national,AT,Austria,195,NA,8978929,NA,NA,NA
Austria,AT,2020-W23,national,AT,Austria,228,NA,8978929,NA,NA,NA
Austria,AT,2020-W24,national,AT,Austria,172,NA,8978929,NA,NA,NA
Austria,AT,2020-W25,national,AT,Austria,248,NA,8978929,NA,NA,NA
Austria,AT,2020-W26,national,AT,Austria,334,NA,8978929,NA,NA,NA
Austria,AT,2020-W27,national,AT,Austria,640,NA,8978929,NA,NA,NA
Austria,AT,2020-W28,national,AT,Austria,597,NA,8978929,NA,NA,NA
Austria,AT,2020-W29,national,AT,Austria,784,NA,8978929,NA,NA,NA
Austria,AT,2020-W30,national,AT,Austria,872,NA,8978929,NA,NA,NA
Austria,AT,2020-W31,national,AT,Austria,792,NA,8978929,NA,NA,NA
Austria,AT,2020-W32,national,AT,Austria,721,NA,8978929,NA,NA,NA
Austria,AT,2020-W33,national,AT,Austria,1461,NA,8978929,NA,NA,NA
Austria,AT,2020-W34,national,AT,Austria,1908,NA,8978929,NA,NA,NA
Austria,AT,2020-W35,national,AT,Austria,1943,NA,8978929,NA,NA,NA
Austria,AT,2020-W36,national,AT,Austria,2263,NA,8978929,NA,NA,NA
Austria,AT,2020-W37,national,AT,Austria,3995,NA,8978929,NA,NA,NA
Austria,AT,2020-W38,national,AT,Austria,5215,NA,8978929,NA,NA,NA
Austria,AT,2020-W39,national,AT,Austria,4661,NA,8978929,NA,NA,NA
Austria,AT,2020-W40,national,AT,Austria,5602,NA,8978929,NA,NA,NA
Austria,AT,2020-W41,national,AT,Austria,7487,124663,8978929,1388.394985638042,6.005791614191861,TESSy COVID-19
Austria,AT,2020-W42,national,AT,Austria,9898,129647,8978929,1443.9027193555044,7.634576966686464,TESSy COVID-19
Austria,AT,2020-W43,national,AT,Austria,18262,158997,8978929,1770.7791207615073,11.485751303483713,TESSy COVID-19
Austria,AT,2020-W44,national,AT,Austria,31613,167926,8978929,1870.223052214802,18.825554113121257,TESSy COVID-19
Austria,AT,2020-W45,national,AT,Austria,44772,199567,8978929,2222.6147461462274,22.434570845881332,TESSy COVID-19
Austria,AT,2020-W46,national,AT,Austria,47837,215044,8978929,2394.9849698109874,22.245214932757946,TESSy COVID-19
Austria,AT,2020-W47,national,AT,Austria,40699,207745,8978929,2313.6946511103943,19.590844544995065,TESSy COVID-19
Austria,AT,2020-W48,national,AT,Austria,31142,196461,8978929,2188.022647244454,15.851492153658995,TESSy COVID-19
Austria,AT,2020-W49,national,AT,Austria,23070,163770,8978929,1823.9369082882824,14.086829089576845,TESSy COVID-19
Austria,AT,2020-W50,national,AT,Austria,18693,162984,8978929,1815.1830802983295,11.469223972905317,TESSy COVID-19
Austria,AT,2020-W51,national,AT,Austria,14841,185766,8978929,2068.910446,7.98908304,TESSy COVID-19
Austria,AT,2020-W52,national,AT,Austria,13415,163961,8978929,1826.0641107642125,8.181823726373954,TESSy COVID-19
Austria,AT,2020-W53,national,AT,Austria,14916,127657,8978929,1421.7397197371758,11.684435636118662,TESSy COVID-19
Austria,AT,2021-W01,national,AT,Austria,14636,137035,8978929,1526.1842475867668,10.680483088262124,TESSy COVID-19
Austria,AT,2021-W02,national,AT,Austria,10948,911735,8978929,10154.162038701943,1.2007875095285363,TESSy COVID-19
Austria,AT,2021-W03,national,AT,Austria,10156,1144351,8978929,12744.849636298493,0.8874899397125532,TESSy COVID-19
Austria,AT,2021-W04,national,AT,Austria,9513,655713,8978929,7302.797471725191,1.4507871584061929,TESSy COVID-19
Austria,AT,2021-W05,national,AT,Austria,9115,960284,8978929,10694.861269088997,0.9491983621511969,TESSy COVID-19
Austria,AT,2021-W06,national,AT,Austria,9458,1477892,8978929,16459.557704487917,0.6399655725858182,TESSy COVID-19
Austria,AT,2021-W07,national,AT,Austria,11627,1500910,8978929,16715.91344580183,0.7746633708883277,TESSy COVID-19
Austria,AT,2021-W08,national,AT,Austria,14178,1582385,8978929,17623.315653793452,0.8959892820015356,TESSy COVID-19
Austria,AT,2021-W09,national,AT,Austria,16313,1651867,8978929,18397.149593230995,0.9875492397390346,TESSy COVID-19
Austria,AT,2021-W10,national,AT,Austria,18218,1829934,8978929,20380.31484601337,0.9955550309464712,TESSy COVID-19
Austria,AT,2021-W11,national,AT,Austria,21074,1991339,8978929,22177.912310031632,1.0582828940727822,TESSy COVID-19
Austria,AT,2021-W12,national,AT,Austria,22296,2081325,8978929,23180.103105838123,1.0712406760116753,TESSy COVID-19
Austria,AT,2021-W13,national,AT,Austria,20779,NA,8978929,NA,NA,NA
Austria,AT,2021-W14,national,AT,Austria,17589,2067620,8978929,23027.467975300842,0.850688231,TESSy COVID-19
Austria,AT,2021-W15,national,AT,Austria,16809,NA,8978929,NA,NA,NA
Austria,AT,2021-W16,national,AT,Austria,15046,NA,8978929,NA,NA,NA
Austria,AT,2021-W17,national,AT,Austria,12529,NA,8978929,NA,NA,NA
Austria,AT,2021-W18,national,AT,Austria,9016,NA,8978929,NA,NA,NA
Austria,AT,2021-W19,national,AT,Austria,5736,NA,8978929,NA,NA,NA
Austria,AT,2021-W20,national,AT,Austria,4152,NA,8978929,NA,NA,NA
Austria,AT,2021-W21,national,AT,Austria,3155,NA,8978929,NA,NA,NA
Austria,AT,2021-W22,national,AT,Austria,2423,4859495,8978929,54121.09840717083,0.049861148,TESSy COVID-19
Austria,AT,2021-W23,national,AT,Austria,1686,5649558,8978929,62920.17678277665,0.029843042588464444,TESSy COVID-19
Austria,AT,2021-W24,national,AT,Austria,1002,NA,8978929,NA,NA,NA
Austria,AT,2021-W25,national,AT,Austria,681,NA,8978929,NA,NA,NA
Austria,AT,2021-W26,national,AT,Austria,632,NA,8978929,NA,NA,NA
Austria,AT,2021-W27,national,AT,Austria,1088,NA,8978929,NA,NA,NA
Austria,AT,2021-W28,national,AT,Austria,2197,NA,8978929,NA,NA,NA
Austria,AT,2021-W29,national,AT,Austria,2529,2807249,8978929,31264.853525403752,0.090088197,TESSy COVID-19
Austria,AT,2021-W30,national,AT,Austria,3261,NA,8978929,NA,NA,NA
Austria,AT,2021-W31,national,AT,Austria,3662,NA,8978929,NA,NA,NA
Austria,AT,2021-W32,national,AT,Austria,5903,2584647,8978929,28785.69370578607,0.2283870872889025,TESSy COVID-19
Austria,AT,2021-W33,national,AT,Austria,8066,465080,8978929,5179.682342960948,1.7343252773716349,TESSy COVID-19
Austria,AT,2021-W34,national,AT,Austria,9437,2703030,8978929,30104.14716499039,0.34912672075411666,TESSy COVID-19
Austria,AT,2021-W35,national,AT,Austria,11273,2840922,8978929,31639.87598,0.3968077969053709,TESSy COVID-19
Austria,AT,2021-W36,national,AT,Austria,14084,3308862,8978929,36851.410674925704,0.4256448289472332,TESSy COVID-19
Austria,AT,2021-W37,national,AT,Austria,13761,2975110,8978929,33134.35266054559,0.46253751962112327,TESSy COVID-19
Austria,AT,2021-W38,national,AT,Austria,11753,3163381,8978929,35231.16175659703,0.37153286309805866,TESSy COVID-19
Austria,AT,2021-W39,national,AT,Austria,12600,3015264,8978929,33581.55521666337,0.4178738578114553,TESSy COVID-19
Austria,AT,2021-W40,national,AT,Austria,12771,3662031,8978929,40784.71942477772,0.3487409036133228,TESSy COVID-19
Austria,AT,2021-W41,national,AT,Austria,15338,3594537,8978929,40033.02621058703,0.4267030774756248,TESSy COVID-19
Austria,AT,2021-W42,national,AT,Austria,23830,3690879,8978929,41106.00495894332,0.6456456578500677,TESSy COVID-19
Austria,AT,2021-W43,national,AT,Austria,34557,3074257,8978929,34238.57121489657,1.1240764841716226,TESSy COVID-19
Austria,AT,2021-W44,national,AT,Austria,56412,4763048,8978929,53046.95025431207,1.1843676570129043,TESSy COVID-19
Austria,AT,2021-W45,national,AT,Austria,78621,4309646,8978929,47997.327966397774,1.8243029705920162,TESSy COVID-19
Austria,AT,2021-W46,national,AT,Austria,97085,5909773,8978929,65818.23956955223,1.6427872948757931,TESSy COVID-19
Austria,AT,2021-W47,national,AT,Austria,82539,7827648,8978929,87177.96966653818,1.0544546714415364,TESSy COVID-19
Austria,AT,2021-W48,national,AT,Austria,50813,6021454,8978929,67062.05160994145,0.8438659499848375,TESSy COVID-19
Austria,AT,2021-W49,national,AT,Austria,29146,5066057,8978929,56421.61776755335,0.5753192275570528,TESSy COVID-19
Austria,AT,2021-W50,national,AT,Austria,18844,5990972,8978929,66722.56791,0.31453994443639527,TESSy COVID-19
Austria,AT,2021-W51,national,AT,Austria,14605,4770559,8978929,53130.60165638909,0.30614860858025233,TESSy COVID-19
Austria,AT,2021-W52,national,AT,Austria,23029,4844026,8978929,53948.81728099198,0.47541033016750944,TESSy COVID-19
Austria,AT,2022-W01,national,AT,Austria,62194,4168221,8978929,46422.25147342183,1.4920993872445822,TESSy COVID-19
Austria,AT,2022-W02,national,AT,Austria,110554,7970300,8978929,88766.71148641447,1.3870745141337215,TESSy COVID-19
Austria,AT,2022-W03,national,AT,Austria,175980,7790563,8978929,86764.94713344988,2.25888681,TESSy COVID-19
Austria,AT,2022-W04,national,AT,Austria,227274,7923740,8978929,88248.16412,2.8682667528212686,TESSy COVID-19
Austria,AT,2022-W05,national,AT,Austria,231847,7927760,8978929,88292.93560512619,2.924495696136109,TESSy COVID-19
Austria,AT,2022-W06,national,AT,Austria,216386,6113208,8978929,68083.93295013247,3.5396472686681038,TESSy COVID-19
Austria,AT,2022-W07,national,AT,Austria,195511,6216441,8978929,69233.65804540832,3.1450632283005664,TESSy COVID-19
Austria,AT,2022-W08,national,AT,Austria,185349,5714168,8978929,63639.75035329937,3.2436743196909856,TESSy COVID-19
Austria,AT,2022-W09,national,AT,Austria,217009,5794561,8978929,64535.102126322636,3.7450464323354264,TESSy COVID-19
Austria,AT,2022-W10,national,AT,Austria,299203,5859407,8978929,65257.30407267949,5.106369979078088,TESSy COVID-19
Austria,AT,2022-W11,national,AT,Austria,315892,6155757,8978929,68557.80907,5.131651558045582,TESSy COVID-19
Austria,AT,2022-W12,national,AT,Austria,248044,4714316,8978929,52504.21291893499,5.261505592751949,TESSy COVID-19
Austria,AT,2022-W13,national,AT,Austria,151681,4598686,8978929,51216.420132066974,3.2983552258188533,TESSy COVID-19
Austria,AT,2022-W14,national,AT,Austria,96521,3450406,8978929,38427.81249300446,2.797380945894483,TESSy COVID-19
Austria,AT,2022-W15,national,AT,Austria,63286,1472830,8978929,16403.181270282905,4.296897808979991,TESSy COVID-19
Austria,AT,2022-W16,national,AT,Austria,48996,1492969,8978929,16627.47305385754,3.281782809957876,TESSy COVID-19
Austria,AT,2022-W17,national,AT,Austria,40350,1403772,8978929,15634.06949759821,2.874398406578846,TESSy COVID-19
Austria,AT,2022-W18,national,AT,Austria,36971,1469716,8978929,16368.500073895228,2.5155200052254996,TESSy COVID-19
Austria,AT,2022-W19,national,AT,Austria,29760,1621328,8978929,18057.031077982687,1.8355323537248478,TESSy COVID-19
Austria,AT,2022-W20,national,AT,Austria,20282,1289409,8978929,14360.38752506006,1.572968701164642,TESSy COVID-19
Austria,AT,2022-W21,national,AT,Austria,15294,1245967,8978929,13876.565902236225,1.2274803425772913,TESSy COVID-19
Austria,AT,2022-W22,national,AT,Austria,19505,1091054,8978929,12151.271048028111,1.7877208644118439,TESSy COVID-19
Austria,AT,2022-W23,national,AT,Austria,25414,798495,8978929,8892.987125747402,3.1827375249688474,TESSy COVID-19
Austria,AT,2022-W24,national,AT,Austria,40803,761356,8978929,8479.363184629257,5.359253752515249,TESSy COVID-19
Austria,AT,2022-W25,national,AT,Austria,60223,876743,8978929,9764.449635362971,6.868945631730165,TESSy COVID-19
Austria,AT,2022-W26,national,AT,Austria,71280,911142,8978929,10147.557687559396,7.82314941,TESSy COVID-19
Austria,AT,2022-W27,national,AT,Austria,73764,869033,8978929,9678.581933,8.488055114132605,TESSy COVID-19
Austria,AT,2022-W28,national,AT,Austria,83410,1019276,8978929,11351.866130136455,8.183259490069421,TESSy COVID-19
Austria,AT,2022-W29,national,AT,Austria,79546,850510,8978929,9472.287841901858,9.352741296398632,TESSy COVID-19
Austria,AT,2022-W30,national,AT,Austria,54660,665041,8978929,7406.685140287889,8.219042134244354,TESSy COVID-19
Austria,AT,2022-W31,national,AT,Austria,42903,628744,8978929,7002.438709561018,6.823603883297495,TESSy COVID-19
Austria,AT,2022-W32,national,AT,Austria,38602,645056,8978929,7184.108483316885,5.984286635578926,TESSy COVID-19
Austria,AT,2022-W33,national,AT,Austria,37657,NA,8978929,NA,NA,NA
Austria,AT,2022-W34,national,AT,Austria,33704,NA,8978929,NA,NA,NA
Austria,AT,2022-W35,national,AT,Austria,29627,NA,8978929,NA,NA,NA
Austria,AT,2022-W36,national,AT,Austria,28960,631561,8978929,7033.812161784552,4.585463636925016,TESSy COVID-19
Austria,AT,2022-W37,national,AT,Austria,36219,NA,8978929,NA,NA,NA
Austria,AT,2022-W38,national,AT,Austria,52258,NA,8978929,NA,NA,NA
Austria,AT,2022-W39,national,AT,Austria,83434,NA,8978929,NA,NA,NA
Austria,AT,2022-W40,national,AT,Austria,97846,NA,8978929,NA,NA,NA
Austria,AT,2022-W41,national,AT,Austria,86396,889186,8978929,9903.029637499083,9.716302325947552,TESSy COVID-19
Austria,AT,2022-W42,national,AT,Austria,58624,NA,8978929,NA,NA,NA
Austria,AT,2022-W43,national,AT,Austria,37085,NA,8978929,NA,NA,NA
Austria,AT,2022-W44,national,AT,Austria,29394,593107,8978929,6605.542821,4.955935438293596,TESSy COVID-19
Austria,AT,2022-W45,national,AT,Austria,24783,1231667,8978929,13717.304146184919,2.0121510115964787,TESSy COVID-19
Austria,AT,2022-W46,national,AT,Austria,27034,681890,8978929,7594.335582784985,3.9645690653917787,TESSy COVID-19
Austria,AT,2022-W47,national,AT,Austria,30238,NA,8978929,NA,NA,NA
Austria,AT,2022-W48,national,AT,Austria,33270,500225,8978929,5571.098735717812,6.651007046828927,TESSy COVID-19
Austria,AT,2022-W49,national,AT,Austria,33258,190331,8978929,2119.7516986714118,17.473769380710447,TESSy COVID-19
Austria,AT,2022-W50,national,AT,Austria,34730,724315,8978929,8066.830687713424,4.794875157907816,TESSy COVID-19
Austria,AT,2022-W51,national,AT,Austria,32948,NA,8978929,NA,NA,NA
Austria,AT,2022-W52,national,AT,Austria,24803,NA,8978929,NA,NA,NA
Austria,AT,2023-W01,national,AT,Austria,18797,368514,8978929,4104.208864999378,5.100756009269661,TESSy COVID-19
Austria,AT,2023-W02,national,AT,Austria,14951,430635,8978929,4796.061980220581,3.471849710311517,TESSy COVID-19
Austria,AT,2023-W03,national,AT,Austria,13848,374988,8978929,4176.311005466242,3.6929181733815484,TESSy COVID-19
Austria,AT,2023-W04,national,AT,Austria,19928,NA,8978929,NA,NA,NA
Austria,AT,2023-W05,national,AT,Austria,26725,NA,8978929,NA,NA,NA
Austria,AT,2023-W06,national,AT,Austria,28849,NA,8978929,NA,NA,NA
Austria,AT,2023-W07,national,AT,Austria,34144,372438,8978929,4147.9111818347155,9.167700395770572,TESSy COVID-19
Austria,AT,2023-W08,national,AT,Austria,38954,376169,8978929,4189.464021822647,10.355451937825817,TESSy COVID-19
Austria,AT,2023-W09,national,AT,Austria,37924,329787,8978929,3672.899072929522,11.499543644837425,TESSy COVID-19
Austria,AT,2023-W10,national,AT,Austria,33257,NA,8978929,NA,NA,NA
Austria,AT,2023-W11,national,AT,Austria,27076,NA,8978929,NA,NA,NA
Austria,AT,2023-W12,national,AT,Austria,21252,NA,8978929,NA,NA,NA
Austria,AT,2023-W13,national,AT,Austria,13065,NA,8978929,NA,NA,NA
Austria,AT,2023-W14,national,AT,Austria,8979,NA,8978929,NA,NA,NA
Austria,AT,2023-W15,national,AT,Austria,7160,NA,8978929,NA,NA,NA
Austria,AT,2023-W16,national,AT,Austria,6588,NA,8978929,NA,NA,NA
Austria,AT,2023-W17,national,AT,Austria,5175,67693,8978929,753.9095141525231,7.644808178098178,TESSy COVID-19
Austria,AT,2023-W18,national,AT,Austria,3629,NA,8978929,NA,NA,NA
Austria,AT,2023-W19,national,AT,Austria,2825,49832,8978929,554.9882396887201,5.669048001284315,TESSy COVID-19
Austria,AT,2023-W20,national,AT,Austria,2219,36573,8978929,407.32029399051936,6.067317419954612,TESSy COVID-19
Austria,AT,2023-W21,national,AT,Austria,2117,NA,8978929,NA,NA,NA
Austria,AT,2023-W22,national,AT,Austria,1412,NA,8978929,NA,NA,NA
Austria,AT,2023-W23,national,AT,Austria,1087,NA,8978929,NA,NA,NA
Austria,AT,2023-W24,national,AT,Austria,970,24157,8978929,269.0409958693292,4.015399263153538,TESSy COVID-19
Austria,AT,2023-W25,national,AT,Austria,825,19739,8978929,219.83690927949203,4.1795430366279955,TESSy COVID-19
Austria,AT,2023-W26,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W27,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W28,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W29,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W30,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W31,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W32,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W33,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W34,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W35,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W36,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W37,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W38,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W39,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W40,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W41,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W42,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W43,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W44,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W45,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W46,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W47,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Belgium,BE,2020-W01,national,BE,Belgium,NA,NA,11617623,NA,NA,NA
Belgium,BE,2020-W02,national,BE,Belgium,NA,NA,11617623,NA,NA,NA
Belgium,BE,2020-W03,national,BE,Belgium,NA,NA,11617623,NA,NA,NA
Belgium,BE,2020-W04,national,BE,Belgium,NA,NA,11617623,NA,NA,NA
Belgium,BE,2020-W05,national,BE,Belgium,2,NA,11617623,NA,NA,NA
Belgium,BE,2020-W06,national,BE,Belgium,0,NA,11617623,NA,NA,NA
Belgium,BE,2020-W07,national,BE,Belgium,0,NA,11617623,NA,NA,NA
Belgium,BE,2020-W08,national,BE,Belgium,0,NA,11617623,NA,NA,NA
Belgium,BE,2020-W09,national,BE,Belgium,0,NA,11617623,NA,NA,NA
Belgium,BE,2020-W10,national,BE,Belgium,0,NA,11617623,NA,NA,NA
Belgium,BE,2020-W11,national,BE,Belgium,3678,NA,11617623,NA,NA,NA
Belgium,BE,2020-W12,national,BE,Belgium,3673,NA,11617623,NA,NA,NA
Belgium,BE,2020-W13,national,BE,Belgium,8130,NA,11617623,NA,NA,NA
Belgium,BE,2020-W14,national,BE,Belgium,9694,NA,11617623,NA,NA,NA
Belgium,BE,2020-W15,national,BE,Belgium,11175,NA,11617623,NA,NA,NA
Belgium,BE,2020-W16,national,BE,Belgium,7963,NA,11617623,NA,NA,NA
Belgium,BE,2020-W17,national,BE,Belgium,5703,NA,11617623,NA,NA,NA
Belgium,BE,2020-W18,national,BE,Belgium,3095,NA,11617623,NA,NA,NA
Belgium,BE,2020-W19,national,BE,Belgium,3051,NA,11617623,NA,NA,NA
Belgium,BE,2020-W20,national,BE,Belgium,2071,NA,11617623,NA,NA,NA
Belgium,BE,2020-W21,national,BE,Belgium,1510,NA,11617623,NA,NA,NA
Belgium,BE,2020-W22,national,BE,Belgium,1144,87209,11617623,750.6613013694798,1.3117912142095427,TESSy COVID-19
Belgium,BE,2020-W23,national,BE,Belgium,847,75991,11617623,654.1011014043062,1.1146056769880643,TESSy COVID-19
Belgium,BE,2020-W24,national,BE,Belgium,671,86874,11617623,747.7777510941783,0.7723829914588944,TESSy COVID-19
Belgium,BE,2020-W25,national,BE,Belgium,668,88901,11617623,765.2253821629433,0.7513976220739924,TESSy COVID-19
Belgium,BE,2020-W26,national,BE,Belgium,607,93868,11617623,807.9793947522655,0.6466527464098522,TESSy COVID-19
Belgium,BE,2020-W27,national,BE,Belgium,637,85012,11617623,731.7503761311586,0.7493059803321884,TESSy COVID-19
Belgium,BE,2020-W28,national,BE,Belgium,704,77973,11617623,671.1613898987771,0.902876637,TESSy COVID-19
Belgium,BE,2020-W29,national,BE,Belgium,1385,86865,11617623,747.7002825793194,1.5944281356127323,TESSy COVID-19
Belgium,BE,2020-W30,national,BE,Belgium,2489,99622,11617623,857.5075986,2.498444118768947,TESSy COVID-19
Belgium,BE,2020-W31,national,BE,Belgium,3759,145338,11617623,1251.013223617258,2.586384840853734,TESSy COVID-19
Belgium,BE,2020-W32,national,BE,Belgium,4340,141302,11617623,1216.2728985094454,3.0714356484692362,TESSy COVID-19
Belgium,BE,2020-W33,national,BE,Belgium,3751,127215,11617623,1095.0174575298233,2.948551664504972,TESSy COVID-19
Belgium,BE,2020-W34,national,BE,Belgium,3453,137022,11617623,1179.432315887682,2.520033279327407,TESSy COVID-19
Belgium,BE,2020-W35,national,BE,Belgium,3121,145319,11617623,1250.8496789747783,2.1476888775727883,TESSy COVID-19
Belgium,BE,2020-W36,national,BE,Belgium,3655,159252,11617623,1370.7795475890377,2.2951046140707807,TESSy COVID-19
Belgium,BE,2020-W37,national,BE,Belgium,6158,213854,11617623,1840.7724196249094,2.8795346357795504,TESSy COVID-19
Belgium,BE,2020-W38,national,BE,Belgium,10108,251200,11617623,2162.2323258380825,4.023885350318471,TESSy COVID-19
Belgium,BE,2020-W39,national,BE,Belgium,11274,256649,11617623,2209.135207778734,4.392769891953602,TESSy COVID-19
Belgium,BE,2020-W40,national,BE,Belgium,18895,259284,11617623,2231.8162674068526,7.287376004689838,TESSy COVID-19
Belgium,BE,2020-W41,national,BE,Belgium,38852,309616,11617623,2665.0546329485815,12.548447108676553,TESSy COVID-19
Belgium,BE,2020-W42,national,BE,Belgium,72232,418567,11617623,3602.8626509915152,17.256974391196632,TESSy COVID-19
Belgium,BE,2020-W43,national,BE,Belgium,105383,467257,11617623,4021.9673163778857,22.55354119895475,TESSy COVID-19
Belgium,BE,2020-W44,national,BE,Belgium,99584,416375,11617623,3583.9947638170047,23.916901831281898,TESSy COVID-19
Belgium,BE,2020-W45,national,BE,Belgium,54006,259546,11617623,2234.071461950521,20.807872207624083,TESSy COVID-19
Belgium,BE,2020-W46,national,BE,Belgium,33967,199500,11617623,1717.2187460378082,17.02606516290727,TESSy COVID-19
Belgium,BE,2020-W47,national,BE,Belgium,22312,200292,11617623,1724.035975345387,11.139735985461227,TESSy COVID-19
Belgium,BE,2020-W48,national,BE,Belgium,16261,205086,11617623,1765.300870926867,7.928868864768926,TESSy COVID-19
Belgium,BE,2020-W49,national,BE,Belgium,15289,209927,11617623,1806.9703243081653,7.283007902747145,TESSy COVID-19
Belgium,BE,2020-W50,national,BE,Belgium,16840,234165,11617623,2015.6016424358063,7.191510259859501,TESSy COVID-19
Belgium,BE,2020-W51,national,BE,Belgium,17714,270716,11617623,2330.2184965031142,6.543388643449224,TESSy COVID-19
Belgium,BE,2020-W52,national,BE,Belgium,12607,206608,11617623,1778.4016575507744,6.101893440718656,TESSy COVID-19
Belgium,BE,2020-W53,national,BE,Belgium,8976,180686,11617623,1555.2751195317664,4.967734080116887,TESSy COVID-19
Belgium,BE,2021-W01,national,BE,Belgium,13692,308891,11617623,2658.8141136960635,4.432631575539592,TESSy COVID-19
Belgium,BE,2021-W02,national,BE,Belgium,13093,307162,11617623,2643.9315512304024,4.2625715420527275,TESSy COVID-19
Belgium,BE,2021-W03,national,BE,Belgium,14641,312018,11617623,2685.730118803132,4.692357492195963,TESSy COVID-19
Belgium,BE,2021-W04,national,BE,Belgium,16375,354286,11617623,3049.556695031333,4.621972079054775,TESSy COVID-19
Belgium,BE,2021-W05,national,BE,Belgium,14892,348328,11617623,2998.2725381947753,4.2752807698491075,TESSy COVID-19
Belgium,BE,2021-W06,national,BE,Belgium,12527,299526,11617623,2578.2038201790506,4.182274660630463,TESSy COVID-19
Belgium,BE,2021-W07,national,BE,Belgium,15361,266185,11617623,2291.217403078065,5.770798504799294,TESSy COVID-19
Belgium,BE,2021-W08,national,BE,Belgium,16648,288336,11617623,2481.8846333712154,5.773819432883858,TESSy COVID-19
Belgium,BE,2021-W09,national,BE,Belgium,16429,309353,11617623,2662.7908307921507,5.310761492534419,TESSy COVID-19
Belgium,BE,2021-W10,national,BE,Belgium,21255,340088,11617623,2927.3458090351182,6.249852979228906,TESSy COVID-19
Belgium,BE,2021-W11,national,BE,Belgium,29329,416389,11617623,3584.115270395674,7.043653890952931,TESSy COVID-19
Belgium,BE,2021-W12,national,BE,Belgium,33998,481533,11617623,4144.8495961695435,7.060367617587995,TESSy COVID-19
Belgium,BE,2021-W13,national,BE,Belgium,29873,415163,11617623,3573.562337149346,7.195487073751755,TESSy COVID-19
Belgium,BE,2021-W14,national,BE,Belgium,24193,285086,11617623,2453.909891894409,8.486211178,TESSy COVID-19
Belgium,BE,2021-W15,national,BE,Belgium,24371,282774,11617623,2434.009091188447,8.618543430442685,TESSy COVID-19
